Year,Value,UNIT_MEASURE
2022	NUMBER	donji_zabar	_T	85-89	102,,
2022	NUMBER	donji_zabar	M	85-89	61,,
2022	NUMBER	donji_zabar	F	85-89	41,,
2022	NUMBER	foca	_T	85-89	306,,
2022	NUMBER	foca	M	85-89	188,,
2022	NUMBER	foca	F	85-89	118,,
2022	NUMBER	gacko	_T	85-89	120,,
2022	NUMBER	gacko	M	85-89	80,,
2022	NUMBER	gacko	F	85-89	40,,
2022	NUMBER	grad_banja_luka	_T	85-89	2043,,
2022	NUMBER	grad_banja_luka	M	85-89	1286,,
2022	NUMBER	grad_banja_luka	F	85-89	757,,
2022	NUMBER	grad_bijeljina	_T	85-89	1174,,
2022	NUMBER	grad_bijeljina	M	85-89	728,,
2022	NUMBER	grad_bijeljina	F	85-89	446,,
2022	NUMBER	grad_derventa	_T	85-89	429,,
2022	NUMBER	grad_derventa	M	85-89	277,,
2022	NUMBER	grad_derventa	F	85-89	152,,
2022	NUMBER	grad_doboj	_T	85-89	405,,
2022	NUMBER	grad_doboj	M	85-89	279,,
2022	NUMBER	grad_doboj	F	85-89	126,,
2022	NUMBER	grad_gradiska	_T	85-89	581,,
2022	NUMBER	grad_gradiska	M	85-89	384,,
2022	NUMBER	grad_gradiska	F	85-89	197,,
2022	NUMBER	grad_prijedor	_T	85-89	1078,,
2022	NUMBER	grad_prijedor	M	85-89	702,,
2022	NUMBER	grad_prijedor	F	85-89	376,,
2022	NUMBER	grad_trebinje	_T	85-89	491,,
2022	NUMBER	grad_trebinje	M	85-89	316,,
2022	NUMBER	grad_trebinje	F	85-89	175,,
2022	NUMBER	grad_zvornik	_T	85-89	602,,
2022	NUMBER	grad_zvornik	M	85-89	400,,
2022	NUMBER	grad_zvornik	F	85-89	202,,
2022	NUMBER	han_pijesak	_T	85-89	78,,
2022	NUMBER	han_pijesak	M	85-89	49,,
2022	NUMBER	han_pijesak	F	85-89	29,,
2022	NUMBER	istocna_ilidza	_T	85-89	197,,
2022	NUMBER	istocna_ilidza	M	85-89	116,,
2022	NUMBER	istocna_ilidza	F	85-89	81,,
2022	NUMBER	istocni_drvar	_T	85-89	0,,
2022	NUMBER	istocni_drvar	M	85-89	0,,
2022	NUMBER	istocni_drvar	F	85-89	0,,
2022	NUMBER	istocni_mostar	_T	85-89	12,,
2022	NUMBER	istocni_mostar	M	85-89	9,,
2022	NUMBER	istocni_mostar	F	85-89	3,,
2022	NUMBER	istocni_stari_grad	_T	85-89	32,,
2022	NUMBER	istocni_stari_grad	M	85-89	21,,
2022	NUMBER	istocni_stari_grad	F	85-89	11,,
2022	NUMBER	istocno_novo_sarajevo	_T	85-89	149,,
2022	NUMBER	istocno_novo_sarajevo	M	85-89	95,,
2022	NUMBER	istocno_novo_sarajevo	F	85-89	54,,
2022	NUMBER	jezero	_T	85-89	21,,
2022	NUMBER	jezero	M	85-89	10,,
2022	NUMBER	jezero	F	85-89	11,,
2022	NUMBER	kalinovik	_T	85-89	37,,
2022	NUMBER	kalinovik	M	85-89	25,,
2022	NUMBER	kalinovik	F	85-89	12,,
2022	NUMBER	knezevo	_T	85-89	78,,
2022	NUMBER	knezevo	M	85-89	55,,
2022	NUMBER	knezevo	F	85-89	23,,
2022	NUMBER	kostajnica	_T	85-89	69,,
2022	NUMBER	kostajnica	M	85-89	36,,
2022	NUMBER	kostajnica	F	85-89	33,,
2022	NUMBER	kotor_varos	_T	85-89	134,,
2022	NUMBER	kotor_varos	M	85-89	87,,
2022	NUMBER	kotor_varos	F	85-89	47,,
2022	NUMBER	kozarska_dubica	_T	85-89	367,,
2022	NUMBER	kozarska_dubica	M	85-89	236,,
2022	NUMBER	kozarska_dubica	F	85-89	131,,
2022	NUMBER	krupa_na_uni	_T	85-89	27,,
2022	NUMBER	krupa_na_uni	M	85-89	18,,
2022	NUMBER	krupa_na_uni	F	85-89	9,,
2022	NUMBER	kupres	_T	85-89	18,,
2022	NUMBER	kupres	M	85-89	14,,
2022	NUMBER	kupres	F	85-89	4,,
2022	NUMBER	laktasi	_T	85-89	364,,
2022	NUMBER	laktasi	M	85-89	243,,
2022	NUMBER	laktasi	F	85-89	121,,
2022	NUMBER	ljubinje	_T	85-89	70,,
2022	NUMBER	ljubinje	M	85-89	47,,
2022	NUMBER	ljubinje	F	85-89	23,,
2022	NUMBER	lopare	_T	85-89	264,,
2022	NUMBER	lopare	M	85-89	165,,
2022	NUMBER	lopare	F	85-89	99,,
2022	NUMBER	milici	_T	85-89	109,,
2022	NUMBER	milici	M	85-89	69,,
2022	NUMBER	milici	F	85-89	40,,
2022	NUMBER	modrica	_T	85-89	344,,
2022	NUMBER	modrica	M	85-89	224,,
2022	NUMBER	modrica	F	85-89	120,,
2022	NUMBER	mrkonjic_grad	_T	85-89	302,,
2022	NUMBER	mrkonjic_grad	M	85-89	200,,
2022	NUMBER	mrkonjic_grad	F	85-89	102,,
2022	NUMBER	nevesinje	_T	85-89	240,,
2022	NUMBER	nevesinje	M	85-89	160,,
2022	NUMBER	nevesinje	F	85-89	80,,
2022	NUMBER	novi_grad	_T	85-89	320,,
2022	NUMBER	novi_grad	M	85-89	223,,
2022	NUMBER	novi_grad	F	85-89	97,,
2022	NUMBER	novo_gorazde	_T	85-89	61,,
2022	NUMBER	novo_gorazde	M	85-89	31,,
2022	NUMBER	novo_gorazde	F	85-89	30,,
2022	NUMBER	osmaci	_T	85-89	70,,
2022	NUMBER	osmaci	M	85-89	47,,
2022	NUMBER	osmaci	F	85-89	23,,
2022	NUMBER	ostra_luka	_T	85-89	39,,
2022	NUMBER	ostra_luka	M	85-89	27,,
2022	NUMBER	ostra_luka	F	85-89	12,,
2022	NUMBER	pale	_T	85-89	299,,
2022	NUMBER	pale	M	85-89	199,,
2022	NUMBER	pale	F	85-89	100,,
2022	NUMBER	pelagicevo	_T	85-89	99,,
2022	NUMBER	pelagicevo	M	85-89	70,,
2022	NUMBER	pelagicevo	F	85-89	29,,
2022	NUMBER	petrovac	_T	85-89	11,,
2022	NUMBER	petrovac	M	85-89	9,,
2022	NUMBER	petrovac	F	85-89	2,,
2022	NUMBER	petrovo	_T	85-89	105,,
2022	NUMBER	petrovo	M	85-89	68,,
2022	NUMBER	petrovo	F	85-89	37,,
2022	NUMBER	prnjavor	_T	85-89	458,,
2022	NUMBER	prnjavor	M	85-89	294,,
2022	NUMBER	prnjavor	F	85-89	164,,
2022	NUMBER	republika_srpska	_T	85-89	15255,,
2022	NUMBER	republika_srpska	M	85-89	9817,,
2022	NUMBER	republika_srpska	F	85-89	5438,,
2022	NUMBER	ribnik	_T	85-89	96,,
2022	NUMBER	ribnik	M	85-89	62,,
2022	NUMBER	ribnik	F	85-89	34,,
2022	NUMBER	rogatica	_T	85-89	179,,
2022	NUMBER	rogatica	M	85-89	109,,
2022	NUMBER	rogatica	F	85-89	70,,
2022	NUMBER	rudo	_T	85-89	151,,
2022	NUMBER	rudo	M	85-89	86,,
2022	NUMBER	rudo	F	85-89	65,,
2022	NUMBER	samac	_T	85-89	273,,
2022	NUMBER	samac	M	85-89	179,,
2022	NUMBER	samac	F	85-89	94,,
2022	NUMBER	sekovici	_T	85-89	67,,
2022	NUMBER	sekovici	M	85-89	46,,
2022	NUMBER	sekovici	F	85-89	21,,
2022	NUMBER	sipovo	_T	85-89	151,,
2022	NUMBER	sipovo	M	85-89	96,,
2022	NUMBER	sipovo	F	85-89	55,,
2022	NUMBER	sokolac	_T	85-89	223,,
2022	NUMBER	sokolac	M	85-89	138,,
2022	NUMBER	sokolac	F	85-89	85,,
2022	NUMBER	srbac	_T	85-89	256,,
2022	NUMBER	srbac	M	85-89	172,,
2022	NUMBER	srbac	F	85-89	84,,
2022	NUMBER	srebrenica	_T	85-89	108,,
2022	NUMBER	srebrenica	M	85-89	84,,
2022	NUMBER	srebrenica	F	85-89	24,,
2022	NUMBER	stanari	_T	85-89	90,,
2022	NUMBER	stanari	M	85-89	52,,
2022	NUMBER	stanari	F	85-89	38,,
2022	NUMBER	teslic	_T	85-89	459,,
2022	NUMBER	teslic	M	85-89	272,,
2022	NUMBER	teslic	F	85-89	187,,
2022	NUMBER	trnovo	_T	85-89	59,,
2022	NUMBER	trnovo	M	85-89	31,,
2022	NUMBER	trnovo	F	85-89	28,,
2022	NUMBER	ugljevik	_T	85-89	216,,
2022	NUMBER	ugljevik	M	85-89	141,,
2022	NUMBER	ugljevik	F	85-89	75,,
2022	NUMBER	visegrad	_T	85-89	174,,
2022	NUMBER	visegrad	M	85-89	117,,
2022	NUMBER	visegrad	F	85-89	57,,
2022	NUMBER	vlasenica	_T	85-89	92,,
2022	NUMBER	vlasenica	M	85-89	58,,
2022	NUMBER	vlasenica	F	85-89	34,,
2022	NUMBER	vukosavlje	_T	85-89	88,,
2022	NUMBER	vukosavlje	M	85-89	59,,
2022	NUMBER	vukosavlje	F	85-89	29,,
2022	NUMBER	berkovici	_T	90+	24,,
2022	NUMBER	berkovici	M	90+	11,,
2022	NUMBER	berkovici	F	90+	13,,
2022	NUMBER	bileca	_T	90+	64,,
2022	NUMBER	bileca	M	90+	45,,
2022	NUMBER	bileca	F	90+	19,,
2022	NUMBER	bratunac	_T	90+	69,,
2022	NUMBER	bratunac	M	90+	33,,
2022	NUMBER	bratunac	F	90+	36,,
2022	NUMBER	brod	_T	90+	96,,
2022	NUMBER	brod	M	90+	76,,
2022	NUMBER	brod	F	90+	20,,
2022	NUMBER	cajnice	_T	90+	31,,
2022	NUMBER	cajnice	M	90+	22,,
2022	NUMBER	cajnice	F	90+	9,,
2022	NUMBER	celinac	_T	90+	39,,
2022	NUMBER	celinac	M	90+	21,,
2022	NUMBER	celinac	F	90+	18,,
2022	NUMBER	donji_zabar	_T	90+	46,,
2022	NUMBER	donji_zabar	M	90+	29,,
2022	NUMBER	donji_zabar	F	90+	17,,
2022	NUMBER	foca	_T	90+	95,,
2022	NUMBER	foca	M	90+	56,,
2022	NUMBER	foca	F	90+	39,,
2022	NUMBER	gacko	_T	90+	66,,
2022	NUMBER	gacko	M	90+	36,,
2022	NUMBER	gacko	F	90+	30,,
2022	NUMBER	grad_banja_luka	_T	90+	567,,
2022	NUMBER	grad_banja_luka	M	90+	383,,
2022	NUMBER	grad_banja_luka	F	90+	184,,
2022	NUMBER	grad_bijeljina	_T	90+	266,,
2022	NUMBER	grad_bijeljina	M	90+	177,,
2022	NUMBER	grad_bijeljina	F	90+	89,,
2022	NUMBER	grad_derventa	_T	90+	95,,
2022	NUMBER	grad_derventa	M	90+	63,,
2022	NUMBER	grad_derventa	F	90+	32,,
2022	NUMBER	grad_doboj	_T	90+	32,,
2022	NUMBER	grad_doboj	M	90+	20,,
2022	NUMBER	grad_doboj	F	90+	12,,
2022	NUMBER	grad_gradiska	_T	90+	167,,
2022	NUMBER	grad_gradiska	M	90+	99,,
2022	NUMBER	grad_gradiska	F	90+	68,,
2022	NUMBER	grad_prijedor	_T	90+	365,,
2022	NUMBER	grad_prijedor	M	90+	224,,
2022	NUMBER	grad_prijedor	F	90+	141,,
2022	NUMBER	grad_trebinje	_T	90+	176,,
2022	NUMBER	grad_trebinje	M	90+	127,,
2022	NUMBER	grad_trebinje	F	90+	49,,
2022	NUMBER	grad_zvornik	_T	90+	188,,
2022	NUMBER	grad_zvornik	M	90+	110,,
2022	NUMBER	grad_zvornik	F	90+	78,,
2022	NUMBER	han_pijesak	_T	90+	24,,
2022	NUMBER	han_pijesak	M	90+	15,,
2022	NUMBER	han_pijesak	F	90+	9,,
2022	NUMBER	istocna_ilidza	_T	90+	74,,
2022	NUMBER	istocna_ilidza	M	90+	46,,
2022	NUMBER	istocna_ilidza	F	90+	28,,
2022	NUMBER	istocni_drvar	_T	90+	4,,
2022	NUMBER	istocni_drvar	M	90+	2,,
2022	NUMBER	istocni_drvar	F	90+	2,,
2022	NUMBER	istocni_mostar	_T	90+	7,,
2022	NUMBER	istocni_mostar	M	90+	2,,
2022	NUMBER	istocni_mostar	F	90+	5,,
2022	NUMBER	istocni_stari_grad	_T	90+	1,,
2022	NUMBER	istocni_stari_grad	M	90+	0,,
2022	NUMBER	istocni_stari_grad	F	90+	1,,
2022	NUMBER	istocno_novo_sarajevo	_T	90+	35,,
2022	NUMBER	istocno_novo_sarajevo	M	90+	30,,
2022	NUMBER	istocno_novo_sarajevo	F	90+	5,,
2022	NUMBER	jezero	_T	90+	7,,
2022	NUMBER	jezero	M	90+	4,,
2022	NUMBER	jezero	F	90+	3,,
2022	NUMBER	kalinovik	_T	90+	21,,
2022	NUMBER	kalinovik	M	90+	12,,
2022	NUMBER	kalinovik	F	90+	9,,
2022	NUMBER	knezevo	_T	90+	35,,
2022	NUMBER	knezevo	M	90+	30,,
2022	NUMBER	knezevo	F	90+	5,,
2022	NUMBER	kostajnica	_T	90+	37,,
2022	NUMBER	kostajnica	M	90+	22,,
2022	NUMBER	kostajnica	F	90+	15,,
2022	NUMBER	kotor_varos	_T	90+	17,,
2022	NUMBER	kotor_varos	M	90+	14,,
2022	NUMBER	kotor_varos	F	90+	3,,
2022	NUMBER	kozarska_dubica	_T	90+	92,,
2022	NUMBER	kozarska_dubica	M	90+	63,,
2022	NUMBER	kozarska_dubica	F	90+	29,,
2022	NUMBER	krupa_na_uni	_T	90+	7,,
2022	NUMBER	krupa_na_uni	M	90+	6,,
2022	NUMBER	krupa_na_uni	F	90+	1,,
2022	NUMBER	laktasi	_T	90+	140,,
2022	NUMBER	laktasi	M	90+	86,,
2022	NUMBER	laktasi	F	90+	54,,
2022	NUMBER	ljubinje	_T	90+	42,,
2022	NUMBER	ljubinje	M	90+	25,,
2022	NUMBER	ljubinje	F	90+	17,,
2022	NUMBER	lopare	_T	90+	98,,
2022	NUMBER	lopare	M	90+	68,,
2022	NUMBER	lopare	F	90+	30,,
2022	NUMBER	milici	_T	90+	36,,
2022	NUMBER	milici	M	90+	26,,
2022	NUMBER	milici	F	90+	10,,
2022	NUMBER	modrica	_T	90+	95,,
2022	NUMBER	modrica	M	90+	57,,
2022	NUMBER	modrica	F	90+	38,,
2022	NUMBER	mrkonjic_grad	_T	90+	87,,
2022	NUMBER	mrkonjic_grad	M	90+	61,,
2022	NUMBER	mrkonjic_grad	F	90+	26,,
2022	NUMBER	nevesinje	_T	90+	83,,
2022	NUMBER	nevesinje	M	90+	56,,
2022	NUMBER	nevesinje	F	90+	27,,
2022	NUMBER	novi_grad	_T	90+	93,,
2022	NUMBER	novi_grad	M	90+	62,,
2022	NUMBER	novi_grad	F	90+	31,,
2022	NUMBER	novo_gorazde	_T	90+	30,,
2022	NUMBER	novo_gorazde	M	90+	15,,
2022	NUMBER	novo_gorazde	F	90+	15,,
2022	NUMBER	osmaci	_T	90+	37,,
2022	NUMBER	osmaci	M	90+	18,,
2022	NUMBER	osmaci	F	90+	19,,
2022	NUMBER	ostra_luka	_T	90+	11,,
2022	NUMBER	ostra_luka	M	90+	9,,
2022	NUMBER	ostra_luka	F	90+	2,,
2022	NUMBER	pale	_T	90+	56,,
2022	NUMBER	pale	M	90+	32,,
2022	NUMBER	pale	F	90+	24,,
2022	NUMBER	pelagicevo	_T	90+	48,,
2022	NUMBER	pelagicevo	M	90+	37,,
2022	NUMBER	pelagicevo	F	90+	11,,
2022	NUMBER	petrovac	_T	90+	4,,
2022	NUMBER	petrovac	M	90+	4,,
2022	NUMBER	petrovac	F	90+	0,,
2022	NUMBER	petrovo	_T	90+	26,,
2022	NUMBER	petrovo	M	90+	13,,
2022	NUMBER	petrovo	F	90+	13,,
2022	NUMBER	prnjavor	_T	90+	92,,
2022	NUMBER	prnjavor	M	90+	70,,
2022	NUMBER	prnjavor	F	90+	22,,
2022	NUMBER	republika_srpska	_T	90+	4598,,
2022	NUMBER	republika_srpska	M	90+	2983,,
2022	NUMBER	republika_srpska	F	90+	1615,,
2022	NUMBER	ribnik	_T	90+	32,,
2022	NUMBER	ribnik	M	90+	23,,
2022	NUMBER	ribnik	F	90+	9,,
2022	NUMBER	rogatica	_T	90+	70,,
2022	NUMBER	rogatica	M	90+	45,,
2022	NUMBER	rogatica	F	90+	25,,
2022	NUMBER	rudo	_T	90+	47,,
2022	NUMBER	rudo	M	90+	27,,
2022	NUMBER	rudo	F	90+	20,,
2022	NUMBER	samac	_T	90+	99,,
2022	NUMBER	samac	M	90+	69,,
2022	NUMBER	samac	F	90+	30,,
2022	NUMBER	sekovici	_T	90+	15,,
2022	NUMBER	sekovici	M	90+	12,,
2022	NUMBER	sekovici	F	90+	3,,
2022	NUMBER	sipovo	_T	90+	45,,
2022	NUMBER	sipovo	M	90+	24,,
2022	NUMBER	sipovo	F	90+	21,,
2022	NUMBER	sokolac	_T	90+	57,,
2022	NUMBER	sokolac	M	90+	30,,
2022	NUMBER	sokolac	F	90+	27,,
2022	NUMBER	srbac	_T	90+	96,,
2022	NUMBER	srbac	M	90+	65,,
2022	NUMBER	srbac	F	90+	31,,
2022	NUMBER	srebrenica	_T	90+	37,,
2022	NUMBER	srebrenica	M	90+	24,,
2022	NUMBER	srebrenica	F	90+	13,,
2022	NUMBER	stanari	_T	90+	8,,
2022	NUMBER	stanari	M	90+	1,,
2022	NUMBER	stanari	F	90+	7,,
2022	NUMBER	teslic	_T	90+	106,,
2022	NUMBER	teslic	M	90+	70,,
2022	NUMBER	teslic	F	90+	36,,
2022	NUMBER	trnovo	_T	90+	28,,
2022	NUMBER	trnovo	M	90+	19,,
2022	NUMBER	trnovo	F	90+	9,,
2022	NUMBER	ugljevik	_T	90+	93,,
2022	NUMBER	ugljevik	M	90+	60,,
2022	NUMBER	ugljevik	F	90+	33,,
2022	NUMBER	visegrad	_T	90+	66,,
2022	NUMBER	visegrad	M	90+	40,,
2022	NUMBER	visegrad	F	90+	26,,
2022	NUMBER	vlasenica	_T	90+	32,,
2022	NUMBER	vlasenica	M	90+	24,,
2022	NUMBER	vlasenica	F	90+	8,,
2022	NUMBER	vukosavlje	_T	90+	37,,
2022	NUMBER	vukosavlje	M	90+	28,,
2022	NUMBER	vukosavlje	F	90+	9,,
2022	NUMBER	kupres	_T	90+	5,,
2022	NUMBER	kupres	M	90+	5,,
2022	NUMBER	kupres	F	90+	0,,
2022	NUMBER	republika_srpska	_T	_T	1120236,,
2022	NUMBER	republika_srpska	M	_T	551376,,
2022	NUMBER	republika_srpska	F	_T	568860,,
2022	NUMBER	grad_banja_luka	_T	_T	185177,,
2022	NUMBER	grad_banja_luka	M	_T	89025,,
2022	NUMBER	grad_banja_luka	F	_T	96152,,
2022	NUMBER	berkovici	_T	_T	1766,,
2022	NUMBER	berkovici	M	_T	933,,
2022	NUMBER	berkovici	F	_T	833,,
2022	NUMBER	grad_bijeljina	_T	_T	103105,,
2022	NUMBER	grad_bijeljina	M	_T	50650,,
2022	NUMBER	grad_bijeljina	F	_T	52455,,
2022	NUMBER	bileca	_T	_T	9771,,
2022	NUMBER	bileca	M	_T	4993,,
2022	NUMBER	bileca	F	_T	4778,,
2022	NUMBER	bratunac	_T	_T	17668,,
2022	NUMBER	bratunac	M	_T	8848,,
2022	NUMBER	bratunac	F	_T	8820,,
2022	NUMBER	brod	_T	_T	14737,,
2022	NUMBER	brod	M	_T	7253,,
2022	NUMBER	brod	F	_T	7484,,
2022	NUMBER	visegrad	_T	_T	8821,,
2022	NUMBER	visegrad	M	_T	4264,,
2022	NUMBER	visegrad	F	_T	4557,,
2022	NUMBER	vlasenica	_T	_T	9803,,
2022	NUMBER	vlasenica	M	_T	4900,,
2022	NUMBER	vlasenica	F	_T	4903,,
2022	NUMBER	vukosavlje	_T	_T	4171,,
2022	NUMBER	vukosavlje	M	_T	2131,,
2022	NUMBER	vukosavlje	F	_T	2040,,
2022	NUMBER	gacko	_T	_T	8102,,
2022	NUMBER	gacko	M	_T	4151,,
2022	NUMBER	gacko	F	_T	3951,,
2022	NUMBER	grad_gradiska	_T	_T	46284,,
2022	NUMBER	grad_gradiska	M	_T	22798,,
2022	NUMBER	grad_gradiska	F	_T	23486,,
2022	NUMBER	grad_derventa	_T	_T	24583,,
2022	NUMBER	grad_derventa	M	_T	12036,,
2022	NUMBER	grad_derventa	F	_T	12547,,
2022	NUMBER	grad_doboj	_T	_T	58305,,
2022	NUMBER	grad_doboj	M	_T	28280,,
2022	NUMBER	grad_doboj	F	_T	30025,,
2022	NUMBER	donji_zabar	_T	_T	3228,,
2022	NUMBER	donji_zabar	M	_T	1675,,
2022	NUMBER	donji_zabar	F	_T	1553,,
2022	NUMBER	grad_zvornik	_T	_T	52318,,
2022	NUMBER	grad_zvornik	M	_T	25846,,
2022	NUMBER	grad_zvornik	F	_T	26472,,
2022	NUMBER	istocni_drvar	_T	_T	105,,
2022	NUMBER	istocni_drvar	M	_T	81,,
2022	NUMBER	istocni_drvar	F	_T	24,,
2022	NUMBER	istocni_mostar	_T	_T	244,,
2022	NUMBER	istocni_mostar	M	_T	147,,
2022	NUMBER	istocni_mostar	F	_T	97,,
2022	NUMBER	grad_istocno_sarajevo	_T	_T	60120,,
2022	NUMBER	grad_istocno_sarajevo	M	_T	29379,,
2022	NUMBER	grad_istocno_sarajevo	F	_T	30741,,
2022	NUMBER	istocna_ilidza	_T	_T	14035,,
2022	NUMBER	istocna_ilidza	M	_T	6820,,
2022	NUMBER	istocna_ilidza	F	_T	7215,,
2022	NUMBER	istocno_novo_sarajevo	_T	_T	12552,,
2022	NUMBER	istocno_novo_sarajevo	M	_T	6104,,
2022	NUMBER	istocno_novo_sarajevo	F	_T	6448,,
2022	NUMBER	istocni_stari_grad	_T	_T	972,,
2022	NUMBER	istocni_stari_grad	M	_T	522,,
2022	NUMBER	istocni_stari_grad	F	_T	450,,
2022	NUMBER	pale	_T	_T	19850,,
2022	NUMBER	pale	M	_T	9530,,
2022	NUMBER	pale	F	_T	10320,,
2022	NUMBER	sokolac	_T	_T	10744,,
2022	NUMBER	sokolac	M	_T	5389,,
2022	NUMBER	sokolac	F	_T	5355,,
2022	NUMBER	trnovo	_T	_T	1967,,
2022	NUMBER	trnovo	M	_T	1014,,
2022	NUMBER	trnovo	F	_T	953,,
2022	NUMBER	jezero	_T	_T	938,,
2022	NUMBER	jezero	M	_T	496,,
2022	NUMBER	jezero	F	_T	442,,
2022	NUMBER	kalinovik	_T	_T	1611,,
2022	NUMBER	kalinovik	M	_T	840,,
2022	NUMBER	kalinovik	F	_T	771,,
2022	NUMBER	knezevo	_T	_T	7861,,
2022	NUMBER	knezevo	M	_T	3907,,
2022	NUMBER	knezevo	F	_T	3954,,
2022	NUMBER	kostajnica	_T	_T	5240,,
2022	NUMBER	kostajnica	M	_T	2598,,
2022	NUMBER	kostajnica	F	_T	2642,,
2022	NUMBER	kotor_varos	_T	_T	17701,,
2022	NUMBER	kotor_varos	M	_T	8648,,
2022	NUMBER	kotor_varos	F	_T	9053,,
2022	NUMBER	kozarska_dubica	_T	_T	18376,,
2022	NUMBER	kozarska_dubica	M	_T	9097,,
2022	NUMBER	kozarska_dubica	F	_T	9279,,
2022	NUMBER	krupa_na_uni	_T	_T	1279,,
2022	NUMBER	krupa_na_uni	M	_T	707,,
2022	NUMBER	krupa_na_uni	F	_T	572,,
2022	NUMBER	kupres	_T	_T	221,,
2022	NUMBER	kupres	M	_T	108,,
2022	NUMBER	kupres	F	_T	113,,
2022	NUMBER	laktasi	_T	_T	34699,,
2022	NUMBER	laktasi	M	_T	17284,,
2022	NUMBER	laktasi	F	_T	17415,,
2022	NUMBER	lopare	_T	_T	12735,,
2022	NUMBER	lopare	M	_T	6528,,
2022	NUMBER	lopare	F	_T	6207,,
2022	NUMBER	ljubinje	_T	_T	3004,,
2022	NUMBER	ljubinje	M	_T	1510,,
2022	NUMBER	ljubinje	F	_T	1494,,
2022	NUMBER	milici	_T	_T	9960,,
2022	NUMBER	milici	M	_T	5018,,
2022	NUMBER	milici	F	_T	4942,,
2022	NUMBER	modrica	_T	_T	22980,,
2022	NUMBER	modrica	M	_T	11281,,
2022	NUMBER	modrica	F	_T	11699,,
2022	NUMBER	mrkonjic_grad	_T	_T	14074,,
2022	NUMBER	mrkonjic_grad	M	_T	6765,,
2022	NUMBER	mrkonjic_grad	F	_T	7309,,
2022	NUMBER	nevesinje	_T	_T	11548,,
2022	NUMBER	nevesinje	M	_T	5878,,
2022	NUMBER	nevesinje	F	_T	5670,,
2022	NUMBER	novi_grad	_T	_T	22401,,
2022	NUMBER	novi_grad	M	_T	11323,,
2022	NUMBER	novi_grad	F	_T	11078,,
2022	NUMBER	novo_gorazde	_T	_T	2510,,
2022	NUMBER	novo_gorazde	M	_T	1324,,
2022	NUMBER	novo_gorazde	F	_T	1186,,
2022	NUMBER	osmaci	_T	_T	5261,,
2022	NUMBER	osmaci	M	_T	2683,,
2022	NUMBER	osmaci	F	_T	2578,,
2022	NUMBER	ostra_luka	_T	_T	2037,,
2022	NUMBER	ostra_luka	M	_T	1049,,
2022	NUMBER	ostra_luka	F	_T	988,,
2022	NUMBER	pelagicevo	_T	_T	3703,,
2022	NUMBER	pelagicevo	M	_T	1885,,
2022	NUMBER	pelagicevo	F	_T	1818,,
2022	NUMBER	petrovac	_T	_T	634,,
2022	NUMBER	petrovac	M	_T	359,,
2022	NUMBER	petrovac	F	_T	275,,
2022	NUMBER	petrovo	_T	_T	5490,,
2022	NUMBER	petrovo	M	_T	2705,,
2022	NUMBER	petrovo	F	_T	2785,,
2022	NUMBER	grad_prijedor	_T	_T	76390,,
2022	NUMBER	grad_prijedor	M	_T	37461,,
2022	NUMBER	grad_prijedor	F	_T	38929,,
2022	NUMBER	prnjavor	_T	_T	32002,,
2022	NUMBER	prnjavor	M	_T	15531,,
2022	NUMBER	prnjavor	F	_T	16471,,
2022	NUMBER	ribnik	_T	_T	4959,,
2022	NUMBER	ribnik	M	_T	2481,,
2022	NUMBER	ribnik	F	_T	2478,,
2022	NUMBER	rogatica	_T	_T	9518,,
2022	NUMBER	rogatica	M	_T	4744,,
2022	NUMBER	rogatica	F	_T	4774,,
2022	NUMBER	rudo	_T	_T	6901,,
2022	NUMBER	rudo	M	_T	3495,,
2022	NUMBER	rudo	F	_T	3406,,
2022	NUMBER	srbac	_T	_T	15683,,
2022	NUMBER	srbac	M	_T	7720,,
2022	NUMBER	srbac	F	_T	7963,,
2022	NUMBER	srebrenica	_T	_T	10961,,
2022	NUMBER	srebrenica	M	_T	5561,,
2022	NUMBER	srebrenica	F	_T	5400,,
2022	NUMBER	stanari	_T	_T	6988,,
2022	NUMBER	stanari	M	_T	3564,,
2022	NUMBER	stanari	F	_T	3424,,
2022	NUMBER	teslic	_T	_T	35054,,
2022	NUMBER	teslic	M	_T	16908,,
2022	NUMBER	teslic	F	_T	18146,,
2022	NUMBER	grad_trebinje	_T	_T	28347,,
2022	NUMBER	grad_trebinje	M	_T	13808,,
2022	NUMBER	grad_trebinje	F	_T	14539,,
2022	NUMBER	ugljevik	_T	_T	13835,,
2022	NUMBER	ugljevik	M	_T	7029,,
2022	NUMBER	ugljevik	F	_T	6806,,
2022	NUMBER	foca	_T	_T	16222,,
2022	NUMBER	foca	M	_T	8222,,
2022	NUMBER	foca	F	_T	8000,,
2022	NUMBER	han_pijesak	_T	_T	3100,,
2022	NUMBER	han_pijesak	M	_T	1534,,
2022	NUMBER	han_pijesak	F	_T	1566,,
2022	NUMBER	cajnice	_T	_T	4223,,
2022	NUMBER	cajnice	M	_T	2161,,
2022	NUMBER	cajnice	F	_T	2062,,
2022	NUMBER	celinac	_T	_T	14622,,
2022	NUMBER	celinac	M	_T	7318,,
2022	NUMBER	celinac	F	_T	7304,,
2022	NUMBER	samac	_T	_T	14373,,
2022	NUMBER	samac	M	_T	7054,,
2022	NUMBER	samac	F	_T	7319,,
2022	NUMBER	sekovici	_T	_T	5555,,
2022	NUMBER	sekovici	M	_T	2806,,
